age,income_annual,monthly_expenses,cash_savings,total_assets,total_debt,risk_tolerance,knowledge_level,goal_years,target_amount,label
44,90369.38,2396.35,4350.54,94545.58,51632.12,low,beginner,2,390493.81,capital_preservation
50,90826.04,4625.94,34962.47,0.0,46230.76,moderate,beginner,19,1266208.0,capital_preservation
64,143220.1,8713.95,39650.35,306609.52,35597.02,moderate,beginner,5,175444.13,income_focus
45,83792.31,3691.24,19579.52,256446.19,68648.11,moderate,beginner,13,43131.23,income_focus
22,55920.41,2709.26,41908.26,124895.56,13688.03,low,advanced,6,869051.7,income_focus
51,105442.37,4039.4,0.0,178813.25,23269.81,moderate,beginner,13,915652.45,capital_preservation
49,59989.99,1755.16,0.0,93725.75,50412.34,moderate,intermediate,1,354152.16,capital_preservation
24,44168.86,1134.82,0.0,340069.92,0.0,high,intermediate,6,1083109.91,capital_preservation
19,81088.41,5310.28,24160.98,236065.09,65082.39,moderate,beginner,24,1870795.99,income_focus
29,130442.83,8881.2,20260.34,156585.75,0.0,low,beginner,16,1255972.24,capital_preservation
29,59181.48,2478.56,278.84,52802.14,0.0,low,intermediate,5,549683.43,capital_preservation
62,45172.43,3404.27,0.0,79195.81,80192.51,high,advanced,12,896401.61,capital_preservation
40,78602.86,2833.45,25782.12,217478.08,3843.05,high,beginner,15,2572714.4,income_focus
33,170907.85,8888.63,10313.86,166900.65,86722.78,moderate,beginner,13,853394.8,capital_preservation
26,173300.46,6349.57,2907.17,226863.17,58340.84,high,intermediate,18,745799.35,capital_preservation
63,96982.48,5390.37,29549.84,373665.73,20419.15,moderate,beginner,18,10000.0,income_focus
30,160089.12,8931.46,0.0,189764.94,54624.13,low,intermediate,29,1795570.95,capital_preservation
18,118808.47,5277.93,28656.85,265744.84,0.0,low,beginner,15,1499201.93,income_focus
59,98449.93,5705.54,37646.76,372675.04,17644.2,low,intermediate,4,981666.42,income_focus
59,141556.28,6540.41,69781.91,249021.72,3217.27,moderate,intermediate,3,673951.45,balanced_short_term
47,144239.67,7124.29,17668.19,86436.08,70150.44,moderate,beginner,17,1398246.08,capital_preservation
38,61395.19,1540.61,14210.0,49818.01,8006.89,high,intermediate,24,598933.29,growth_aggressive
43,70336.21,3616.31,0.0,46120.95,46060.71,high,intermediate,5,1431713.62,capital_preservation
51,108257.7,3516.04,36027.83,0.0,74894.93,moderate,intermediate,19,270198.42,capital_preservation
56,88759.85,4130.6,36811.31,6090.58,0.0,low,intermediate,1,709592.97,income_focus
63,166409.38,6366.81,64669.48,126935.13,16193.7,moderate,beginner,6,376728.23,income_focus
24,78610.67,3400.28,67841.0,0.0,17796.01,low,advanced,15,529564.17,income_focus
37,77262.39,3904.49,41601.59,152738.05,4866.18,moderate,beginner,24,1209686.87,income_focus
27,138071.89,6415.66,56392.79,159894.24,18188.59,high,beginner,28,249442.11,income_focus
32,124170.52,6284.67,9097.21,0.0,0.0,low,beginner,28,455654.77,capital_preservation
50,53314.69,1232.14,19087.62,90950.98,0.0,low,advanced,14,1236799.54,income_focus
24,131674.19,4558.68,40461.61,122110.49,74581.51,low,intermediate,8,1668330.49,income_focus
27,156647.78,6583.73,74118.0,318885.53,46989.8,low,beginner,12,782508.79,income_focus
42,68151.62,1799.16,26084.11,138373.95,27059.77,moderate,advanced,24,396327.34,balanced_long_term
32,92420.4,4342.83,0.0,232894.86,5224.82,moderate,beginner,22,464563.26,capital_preservation
21,128398.32,5880.41,34993.91,217042.81,50858.43,low,advanced,11,1205447.32,income_focus
28,74352.53,3429.34,75306.48,25586.47,3431.29,moderate,beginner,24,1403513.34,income_focus
30,73469.51,2363.77,0.0,74339.38,67319.38,low,beginner,10,10000.0,capital_preservation
20,56235.12,2872.58,56443.79,205376.46,1110.74,low,advanced,2,1115214.62,income_focus
69,61064.92,3674.7,9537.17,0.0,74683.5,moderate,advanced,19,1613495.36,capital_preservation
37,187852.84,9556.07,14324.54,162578.6,54418.02,moderate,intermediate,20,1980415.79,capital_preservation
56,121731.61,4795.56,8039.12,147783.02,82315.35,moderate,intermediate,18,2236825.81,capital_preservation
47,33663.46,2665.02,21251.29,0.0,0.0,moderate,intermediate,8,206660.76,balanced_long_term
62,117973.51,6099.78,70933.88,0.0,45406.02,low,beginner,17,879956.53,income_focus
21,131544.41,8156.94,7572.06,228118.14,25763.22,high,beginner,20,1765238.95,capital_preservation
37,108659.36,4522.51,35909.58,183755.89,28594.43,moderate,beginner,23,1781960.91,income_focus
59,111511.24,5290.88,22226.45,118723.76,53201.73,low,beginner,4,301293.4,income_focus
60,44587.92,631.6,0.0,54620.81,3826.62,high,beginner,2,1204992.93,capital_preservation
46,130833.65,5864.22,38967.06,241120.15,54746.0,low,intermediate,3,1738085.75,income_focus
61,89177.55,3716.64,0.0,205486.6,59717.28,low,beginner,8,1078117.62,capital_preservation
33,105100.65,4345.12,30874.91,366784.6,0.0,low,intermediate,1,621408.43,income_focus
66,88208.11,3811.88,25425.5,0.0,81344.02,moderate,beginner,17,639550.16,capital_preservation
64,124848.88,4642.9,10721.99,254376.38,21286.63,moderate,beginner,8,10000.0,capital_preservation
20,54958.37,4350.87,60180.37,251156.91,0.0,low,intermediate,2,1633531.5,income_focus
55,77181.9,613.23,23006.88,0.0,37912.69,high,beginner,25,2335685.18,capital_preservation
32,116820.56,6626.37,10155.58,206867.84,0.0,low,intermediate,4,928962.45,capital_preservation
36,49469.4,3377.25,25024.75,60659.76,119476.69,low,beginner,19,2097766.44,capital_preservation
53,136585.36,7998.0,69055.18,107841.68,42428.87,low,intermediate,27,478058.04,income_focus
40,32738.24,2114.21,9776.33,105177.73,0.0,high,beginner,29,756627.86,income_focus
18,95840.88,5858.16,2393.4,254706.19,90574.16,high,advanced,8,757834.36,capital_preservation
33,141873.51,5647.38,39469.97,301626.46,90027.25,low,beginner,9,1601320.47,income_focus
35,97142.46,4734.97,41475.05,0.0,10605.0,moderate,beginner,22,1712310.45,income_focus
52,139920.21,6594.45,0.0,129643.92,0.0,high,beginner,11,633748.87,capital_preservation
35,110955.25,6316.14,22154.98,172522.81,36243.92,high,beginner,29,1100295.94,income_focus
43,147086.59,6902.8,0.0,519488.36,66765.39,moderate,intermediate,18,1619188.28,capital_preservation
63,166491.97,4957.3,62865.51,433543.73,68495.96,moderate,intermediate,7,10000.0,balanced_long_term
54,98335.5,5556.64,46770.65,27262.31,65762.29,moderate,beginner,13,10000.0,capital_preservation
53,85449.85,5287.74,70476.51,282664.08,10282.52,high,advanced,5,1445193.24,balanced_short_term
62,12000.0,722.24,26636.96,173446.27,55760.84,moderate,intermediate,29,1377712.29,balanced_long_term
57,97877.66,4480.45,0.0,64050.38,0.0,low,beginner,18,1457684.58,capital_preservation
23,72795.75,2726.48,3890.73,322843.41,0.0,low,intermediate,28,10000.0,capital_preservation
42,88840.74,2983.85,0.0,0.0,20451.89,moderate,advanced,28,1662724.3,capital_preservation
58,26968.21,500.0,19336.44,312612.91,343.24,moderate,advanced,1,1875522.7,balanced_short_term
64,82251.25,2851.3,0.0,176487.02,0.0,low,beginner,3,1704074.8,capital_preservation
51,80032.64,4209.63,49732.97,212219.25,31825.15,moderate,beginner,1,810735.51,income_focus
39,90775.12,3263.47,41809.08,158127.59,0.0,moderate,beginner,29,223686.45,income_focus
44,113356.23,4038.81,0.0,258546.08,34680.64,low,intermediate,21,3790355.81,capital_preservation
37,47208.49,2458.79,3660.35,110757.13,3828.39,high,intermediate,12,551601.99,capital_preservation
43,125082.64,6986.88,0.0,237981.88,2116.67,moderate,beginner,29,535649.89,capital_preservation
51,123426.28,6022.86,19149.67,206710.16,51849.3,moderate,intermediate,1,792987.43,balanced_short_term
52,156223.5,6222.75,45893.92,174660.25,13829.35,low,beginner,4,1747529.95,income_focus
35,80771.04,4014.15,20010.73,0.0,0.0,high,advanced,7,62323.45,balanced_long_term
33,103607.65,5434.16,46569.81,202780.97,63863.18,moderate,beginner,25,1873054.34,income_focus
54,89747.37,3862.94,7829.08,0.0,0.0,high,beginner,6,878282.96,capital_preservation
36,77912.78,4881.92,3400.5,343399.44,18597.42,moderate,beginner,19,1656475.94,capital_preservation
50,200336.27,10225.87,53988.65,406443.76,37380.24,moderate,beginner,24,705849.1,income_focus
61,59582.75,1699.46,2220.67,293874.92,37506.52,low,advanced,17,822898.63,capital_preservation
67,46162.44,2730.95,38484.69,57982.68,0.0,moderate,beginner,20,10000.0,income_focus
27,12000.0,745.12,24668.29,277038.06,0.0,moderate,beginner,5,1371927.03,income_focus
69,184893.06,7311.28,48678.39,352517.68,86412.79,moderate,beginner,28,802992.85,income_focus
69,81136.26,4086.75,7289.17,67626.11,0.0,moderate,advanced,11,83011.92,capital_preservation
57,105599.1,2500.48,6078.85,261513.48,75551.06,moderate,advanced,8,2191548.01,capital_preservation
41,54221.84,4292.56,11010.89,144004.38,23429.56,moderate,beginner,7,1733638.35,capital_preservation
19,97846.51,5882.99,46900.59,211368.1,66565.22,high,beginner,18,2495531.73,income_focus
47,159962.66,7498.21,50723.25,0.0,7834.07,moderate,intermediate,18,600990.19,balanced_long_term
65,63328.8,5013.53,41658.95,67471.31,22824.01,moderate,advanced,21,257711.88,balanced_long_term
52,141677.82,6119.46,6694.53,165236.26,37252.08,moderate,beginner,5,933254.82,capital_preservation
20,39422.44,3120.94,0.0,106869.39,0.0,high,intermediate,9,1590568.02,capital_preservation
29,132532.3,3725.08,46944.27,219034.27,4199.64,moderate,intermediate,21,1370307.76,balanced_long_term
52,86244.09,1734.01,16545.88,0.0,122070.18,low,beginner,18,10000.0,capital_preservation
56,96117.32,4157.0,34943.43,0.0,39486.43,moderate,advanced,24,310764.81,capital_preservation
44,69147.4,3720.02,8685.75,0.0,1106.0,moderate,beginner,5,2337025.25,capital_preservation
55,19270.96,1525.62,8166.43,140554.0,0.0,high,advanced,22,505649.54,growth_aggressive
43,36620.21,2899.1,0.0,103762.31,0.0,low,beginner,29,480401.12,capital_preservation
29,146118.42,5665.63,57825.83,181773.15,0.0,moderate,beginner,8,1919297.63,income_focus
47,30949.8,1822.28,0.0,79111.69,45050.31,moderate,intermediate,29,10000.0,capital_preservation
42,68512.42,2563.48,15053.45,0.0,30452.76,moderate,intermediate,25,980828.14,capital_preservation
54,148665.45,6205.4,33893.95,407523.87,23160.07,moderate,intermediate,13,2577706.27,balanced_long_term
42,32821.16,2598.34,63952.98,116781.15,0.0,low,intermediate,6,2300577.66,income_focus
56,70424.07,2723.71,25374.98,0.0,36011.7,high,beginner,24,1111171.52,capital_preservation
53,105607.11,3729.87,46095.1,253237.32,0.0,moderate,beginner,25,525415.4,income_focus
32,119528.48,6279.57,47813.75,260496.27,113114.22,moderate,advanced,20,10000.0,balanced_long_term
49,114631.7,5311.17,28315.16,153481.22,0.0,high,beginner,22,1982731.08,income_focus
56,77433.49,3452.06,1185.25,293705.4,16777.07,low,intermediate,23,939111.71,capital_preservation
50,97006.94,2755.01,24845.86,70109.19,30985.22,high,intermediate,12,718705.74,growth_aggressive
65,76930.88,2859.1,0.0,65917.89,39226.96,high,beginner,6,1973097.96,capital_preservation
21,78036.27,2654.73,42360.69,132666.29,0.0,moderate,beginner,27,2067523.27,income_focus
59,161661.48,9234.03,29880.41,412335.9,20171.73,moderate,beginner,23,2136138.46,income_focus
22,93633.7,5360.75,0.0,97317.15,41045.15,low,beginner,9,10000.0,capital_preservation
51,73644.33,1979.16,0.0,158186.63,0.0,high,beginner,4,2117515.01,capital_preservation
36,12000.0,500.0,24567.56,202502.08,0.0,moderate,intermediate,28,1728429.46,balanced_long_term
48,75777.15,1733.35,39905.84,160376.16,36252.12,high,intermediate,23,1420144.66,growth_aggressive
57,122403.15,7056.15,19768.51,186573.15,0.0,low,beginner,28,1223356.38,capital_preservation
46,100830.14,5938.67,25889.19,28243.82,83309.47,moderate,beginner,17,932448.15,capital_preservation
59,70470.18,1347.66,3738.95,0.0,45600.55,moderate,beginner,7,10334.75,capital_preservation
62,70387.23,4133.96,0.0,219632.62,5442.19,moderate,intermediate,20,742593.91,capital_preservation
38,86806.03,5278.07,74561.79,120482.89,39448.52,high,beginner,14,1005693.47,income_focus
28,75410.79,1925.45,61099.52,167991.48,66501.89,moderate,beginner,4,904380.54,income_focus
47,31229.23,1802.98,67576.52,154759.52,36829.02,high,advanced,22,1438050.93,growth_aggressive
21,84949.07,3071.55,43515.15,0.0,0.0,low,advanced,3,1068406.4,income_focus
19,98934.67,7351.55,31149.17,202125.79,14484.08,moderate,intermediate,5,1179605.29,balanced_short_term
53,97893.88,5991.15,58955.62,321835.36,0.0,high,beginner,27,1716282.22,income_focus
43,89515.96,3227.55,56492.6,145067.03,99534.11,moderate,beginner,12,1066831.86,income_focus
35,117811.27,6765.83,11101.35,180627.98,9384.5,moderate,beginner,11,10000.0,capital_preservation
50,107736.56,5689.62,33844.97,280457.96,39624.28,moderate,beginner,14,1314586.41,income_focus
34,79705.72,2352.61,55937.79,0.0,28495.29,moderate,beginner,27,769087.82,income_focus
50,53365.68,1979.33,28753.31,221433.57,30912.41,low,intermediate,4,510407.95,income_focus
29,19266.52,1141.57,0.0,111619.9,51772.68,moderate,beginner,6,1434371.6,capital_preservation
33,111178.82,4906.88,0.0,150057.79,0.0,moderate,beginner,16,1179110.77,capital_preservation
28,139139.43,6408.63,63304.01,343607.45,0.0,low,beginner,19,277677.11,income_focus
31,83298.62,4095.25,15928.97,141735.4,10511.28,low,beginner,10,10000.0,income_focus
23,77547.86,4142.07,17834.19,142506.13,49465.83,low,beginner,12,1169012.82,income_focus
27,111626.84,541.07,422.95,161087.83,67001.22,low,beginner,29,431705.53,capital_preservation
59,68948.79,3179.62,10907.47,149714.95,90429.23,moderate,advanced,16,1235925.59,balanced_long_term
51,195009.15,8567.37,63992.45,219661.25,53782.15,low,beginner,26,28980.45,income_focus
56,136753.31,7040.17,30987.15,440202.49,17632.36,low,intermediate,15,1383866.92,income_focus
64,99594.39,6087.59,12897.61,327621.36,29604.62,high,intermediate,20,470632.07,capital_preservation
40,12000.0,950.0,0.0,0.0,0.0,moderate,beginner,8,1469011.25,capital_preservation
27,69363.77,2085.71,0.0,150652.52,7254.23,moderate,intermediate,2,1413294.27,capital_preservation
58,179022.65,8029.51,61123.92,66536.0,19984.9,low,intermediate,29,563956.35,income_focus
46,49203.77,3207.16,15232.05,113247.37,28960.52,moderate,intermediate,10,1263973.38,balanced_long_term
26,12000.0,950.0,7903.49,25874.2,0.0,low,advanced,19,10000.0,income_focus
54,77658.38,4065.23,12086.47,84340.98,25285.67,moderate,intermediate,1,1081075.77,capital_preservation
44,77587.76,2652.06,0.0,180813.76,0.0,low,advanced,24,609889.37,capital_preservation
55,88420.5,5278.84,14602.11,145769.23,0.0,moderate,beginner,15,316695.41,capital_preservation
61,12000.0,500.0,0.0,0.0,0.0,low,beginner,25,947694.61,capital_preservation
62,147735.97,4684.51,55884.8,254033.46,6662.84,moderate,intermediate,12,1793900.99,balanced_long_term
31,12000.0,573.66,19906.06,251178.84,0.0,moderate,advanced,5,10000.0,balanced_short_term
61,47244.23,3103.95,0.0,202608.5,25689.44,moderate,beginner,4,461648.1,capital_preservation
44,12000.0,500.0,52538.98,0.0,12834.96,high,beginner,13,1597418.77,income_focus
65,45543.12,650.91,0.0,130090.98,0.0,low,beginner,4,1915838.34,capital_preservation
59,107166.87,5255.27,28951.24,92377.95,88135.24,high,beginner,9,431938.97,capital_preservation
62,137927.12,7229.55,80132.25,235735.67,69583.44,moderate,beginner,9,1690560.77,income_focus
61,12000.0,500.0,16846.08,40364.74,0.0,moderate,beginner,7,333628.57,income_focus
34,47485.91,1184.96,0.0,278490.37,77013.63,high,beginner,14,337877.05,capital_preservation
63,115192.45,4812.62,71733.85,178065.75,40391.7,low,beginner,25,10000.0,income_focus
29,49277.2,3298.72,11966.21,0.0,25918.36,moderate,beginner,11,1463966.21,capital_preservation
25,67460.75,5078.08,15674.08,90366.65,101617.78,low,intermediate,25,10000.0,capital_preservation
24,129966.51,5182.22,50183.09,362058.35,830.38,moderate,beginner,21,1343470.66,income_focus
18,135717.35,6639.61,50934.97,126318.23,33460.69,moderate,beginner,12,31151.27,income_focus
35,61515.84,1978.24,47512.0,69119.09,20566.59,moderate,intermediate,2,976193.13,balanced_short_term
38,49879.12,2520.66,20202.83,195523.76,64075.54,moderate,intermediate,8,209585.27,balanced_long_term
26,138183.38,7904.4,48056.24,346309.26,64832.6,moderate,advanced,27,10000.0,balanced_long_term
37,65766.12,3041.27,74911.5,176377.8,0.0,low,beginner,9,1377710.14,income_focus
46,127383.95,5272.19,28797.13,155936.5,7125.09,low,beginner,10,1322815.92,income_focus
48,77099.64,2988.37,20760.74,0.0,35791.24,moderate,beginner,7,1810954.71,capital_preservation
43,99415.55,4988.36,35561.5,119225.21,0.0,moderate,advanced,12,1501622.55,balanced_long_term
33,145459.27,6738.52,102018.06,364722.12,22772.97,moderate,intermediate,1,1507737.44,balanced_short_term
46,116136.51,2928.16,9882.24,57144.62,44423.35,high,beginner,2,60662.21,income_focus
43,166626.61,8546.39,67368.25,493563.39,91072.48,high,beginner,13,1739852.65,income_focus
43,103515.91,5670.21,21081.85,167689.95,0.0,moderate,beginner,27,10000.0,income_focus
63,77933.61,3973.98,0.0,29569.28,13671.46,high,advanced,18,1884761.09,capital_preservation
47,88759.67,3810.65,1140.93,135634.94,35046.52,moderate,beginner,22,977874.28,capital_preservation
29,69407.84,3543.6,0.0,223563.62,35892.57,low,beginner,18,1632956.75,capital_preservation
47,122511.81,6569.14,75598.22,230483.58,0.0,moderate,intermediate,28,1046546.04,balanced_long_term
27,115574.51,8348.16,31204.12,303714.07,53061.96,high,beginner,24,1161890.59,income_focus
27,67749.68,3146.52,0.0,92185.49,24346.84,moderate,beginner,15,24309.17,capital_preservation
53,33308.6,1697.04,28188.22,184912.85,93102.59,high,intermediate,28,265342.95,growth_aggressive
34,46925.18,2212.27,0.0,0.0,0.0,low,intermediate,26,732325.51,capital_preservation
21,14530.0,876.49,0.0,176514.02,84456.36,low,intermediate,4,764887.32,capital_preservation
32,68729.25,3266.24,8636.88,137075.3,42406.12,low,beginner,9,2311108.86,capital_preservation
37,119723.33,5250.52,49120.2,294874.85,82923.96,moderate,advanced,23,306223.12,balanced_long_term
57,143034.47,5474.33,40764.0,360743.99,41880.87,high,beginner,18,1255124.98,income_focus
66,157327.74,7748.05,77135.61,373716.1,89387.44,low,advanced,1,468899.42,income_focus
34,57400.44,3004.23,0.0,0.0,137019.64,high,intermediate,17,1813790.26,capital_preservation
26,77639.74,1988.25,26129.82,270342.66,55657.01,moderate,advanced,10,1630583.51,balanced_long_term
32,121142.2,5535.62,0.0,467734.98,68503.17,moderate,beginner,9,1748270.19,capital_preservation
40,126102.87,7466.73,47533.64,116053.82,64303.66,moderate,beginner,18,224515.98,income_focus
